"Description","Latitude","Longitude","Title","Group","TabTitle","Location","Icon","Shadow","DateOpened","TimeOpened","DateClosed","TimeClosed","Status","Crime","CaseNumber","CrimeClassification","IncidentNumber"
"<hr><b><big>Vehicle Theft</big></b><hr><b>Crime:</b> 10851(A) VC<br><b>Crime Type:</b> Stolen Vehicle<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 900 Block of CRANBROOK CT<br><b>City:</b> Davis<br><b>Occurred:</b> 8/11/2017 at 1738<br><b>Case #:</b> 17-3111<br><b>Incident #:</b> 1708110097<br><br>","38.56013","-121.74139","Vehicle Theft","STOLVEH","Stolen Vehicle","900 Block of CRANBROOK CT","https://dpd.crimegraphics.com/2013//icons/icon8.png","shadow.png","8/11/2017 12:00:00 AM","","","","","10851(A) VC","17-3111","Felony","1708110097"
"<div class='MapInfoTitle'>2 Crimes Found at this Location</div><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1600 Block of CYPRESS LN<br><b>City:</b> Davis<br><b>Occurred:</b> 8/11/2017 at 2130<br><b>Case #:</b> 17-3136<br><b>Incident #:</b> 1708140053<br><br><br><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1600 Block of CYPRESS LN<br><b>City:</b> Davis<br><b>Occurred:</b> 8/10/2017 at 0000<br><b>Case #:</b> 17-3274<br><b>Incident #:</b> 1708230070<br><br>","38.56019","-121.73141","Petty Theft $950-  Misd","LARCENY","Theft","1600 Block of CYPRESS LN","/images/icons/red/blank.png","shadow.png","8/23/2017 12:00:00 AM","","","","","488 PC","17-3136","Misdemeanor","1708140053"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 100 Block of D ST<br><b>City:</b> Davis<br><b>Occurred:</b> 7/30/2017 at 0103<br><b>Case #:</b> 17-2965<br><b>Incident #:</b> 1707310096<br><br>","38.54234","-121.74163","Petty Theft $950-  Misd","LARCENY","Theft","100 Block of D ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/31/2017 12:00:00 AM","","","","","488 PC","17-2965","Misdemeanor","1707310096"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 800 Block of D ST<br><b>City:</b> Davis<br><b>Occurred:</b> 8/8/2017 at 1330<br><b>Case #:</b> 17-3083<br><b>Incident #:</b> 1708090017<br><br>","38.55145","-121.74479","Burglary (Vehicle)","LARCENY","Theft","800 Block of D ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/9/2017 12:00:00 AM","","","","","459 PC","17-3083","Felony","1708090017"
"<hr><b><big>Battery on Cohab</big></b><hr><b>Crime:</b> 243(E)(1) PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 900 Block of DRAKE DR<br><b>City:</b> Davis<br><b>Occurred:</b> 7/30/2017 at 0003<br><b>Case #:</b> 17-2956<br><b>Incident #:</b> 1707300002<br><br>","38.56009","-121.75942","Battery On Cohab","ASSAULT","Assault","900 Block of DRAKE DR","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","7/30/2017 12:00:00 AM","","","","","243(E)(1) PC","17-2956","Misdemeanor","1707300002"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 900 Block of DRAKE DR<br><b>City:</b> Davis<br><b>Occurred:</b> 8/22/2017 at 1900<br><b>Case #:</b> 17-3278<br><b>Incident #:</b> 1708230115<br><br>","38.56037","-121.76115","Petty Theft $950-  Misd","LARCENY","Theft","900 Block of DRAKE DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/23/2017 12:00:00 AM","","","","","488 PC","17-3278","Misdemeanor","1708230115"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1200 Block of DREXEL DR<br><b>City:</b> Davis<br><b>Occurred:</b> 7/28/2017 at 0000<br><b>Case #:</b> 17-3049<br><b>Incident #:</b> 1708070040<br><br>","38.55712","-121.73564","Petty Theft $950-  Misd","LARCENY","Theft","1200 Block of DREXEL DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/7/2017 12:00:00 AM","","","","","488 PC","17-3049","Misdemeanor","1708070040"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 300 Block of E 14TH ST<br><b>City:</b> Davis<br><b>Occurred:</b> 8/22/2017 at 1430<br><b>Case #:</b> 17-3268<br><b>Incident #:</b> 1708230020<br><br>","38.55689","-121.74709","Petty Theft $950-  Misd","LARCENY","Theft","300 Block of E 14TH ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/23/2017 12:00:00 AM","","","","","488 PC","17-3268","Misdemeanor","1708230020"
"<hr><b><big>Assault On Person</big></b><hr><b>Crime:</b> 240 PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 500 Block of E 8TH ST<br><b>City:</b> Davis<br><b>Occurred:</b> 8/15/2017 at 0916<br><b>Case #:</b> 17-3147<br><b>Incident #:</b> 1708150041<br><br>","38.54699","-121.73117","Assault On Person","ASSAULT","Assault","500 Block of E 8TH ST","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","8/15/2017 12:00:00 AM","","","","","240 PC","17-3147","Misdemeanor","1708150041"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 800 Block of E 8TH ST<br><b>City:</b> Davis<br><b>Occurred:</b> 8/7/2017 at 1637<br><b>Case #:</b> 17-3065<br><b>Incident #:</b> 1708070109<br><br>","38.55193","-121.74137","Petty Theft $950-  Misd","LARCENY","Theft","800 Block of E 8TH ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/7/2017 12:00:00 AM","","","","","488 PC","17-3065","Misdemeanor","1708070109"
"<div class='MapInfoTitle'>2 Crimes Found at this Location</div><br><hr><b><big>Petty Theft Retail/Etc</big></b><hr><b>Crime:</b> 490.5(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1400 Block of E COVELL BL<br><b>City:</b> Davis<br><b>Occurred:</b> 8/12/2017 at 1745<br><b>Case #:</b> 17-3117<br><b>Incident #:</b> 1708120077<br><br><br><br><hr><b><big>Shoplifting $950 - misdemeanor</big></b><hr><b>Crime:</b> 459.5 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1400 Block of E COVELL BL<br><b>City:</b> Davis<br><b>Occurred:</b> 8/12/2017 at 1911<br><b>Case #:</b> 17-3118<br><b>Incident #:</b> 1708120082<br><br>","38.56095","-121.7331","Shoplifting $950 - Misdemeanor","LARCENY","Theft","1400 Block of E COVELL BL","/images/icons/red/blank.png","shadow.png","8/12/2017 12:00:00 AM","","","","","490.5(A) PC","17-3117","Misdemeanor","1708120077"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1400 Block of ELIGIO LN<br><b>City:</b> Davis<br><b>Occurred:</b> 8/6/2017 at 1200<br><b>Case #:</b> 17-3148<br><b>Incident #:</b> 1708150046<br><br>","38.55902","-121.7104","Petty Theft $950-  Misd","LARCENY","Theft","1400 Block of ELIGIO LN","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/15/2017 12:00:00 AM","","","","","488 PC","17-3148","Misdemeanor","1708150046"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 100 Block of F ST<br><b>City:</b> Davis<br><b>Occurred:</b> 7/25/2017 at 0000<br><b>Case #:</b> 17-3804<br><b>Incident #:</b> 1710030126<br><br>","38.54243","-121.74009","Petty Theft $950-  Misd","LARCENY","Theft","100 Block of F ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","10/3/2017 12:00:00 AM","","","","","488 PC","17-3804","Misdemeanor","1710030126"
"<hr><b><big>Burglary (Residential)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 600 Block of F ST<br><b>City:</b> Davis<br><b>Occurred:</b> 8/6/2017 at 1200<br><b>Case #:</b> 17-3044<br><b>Incident #:</b> 1708060072<br><br>","38.54905","-121.74126","Burglary (Residential)","BURGLARY","Burglary","600 Block of F ST","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","8/6/2017 12:00:00 AM","","","","","459 PC","17-3044","Felony","1708060072"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1400 Block of F ST<br><b>City:</b> Davis<br><b>Occurred:</b> 7/28/2017 at 0745<br><b>Case #:</b> 17-2962<br><b>Incident #:</b> 1707310093<br><br>","38.55735","-121.74348","Petty Theft $950-  Misd","LARCENY","Theft","1400 Block of F ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/31/2017 12:00:00 AM","","","","","488 PC","17-2962","Misdemeanor","1707310093"
"<div class='MapInfoTitle'>2 Crimes Found at this Location</div><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2000 Block of F ST<br><b>City:</b> Davis<br><b>Occurred:</b> 8/14/2017 at 0000<br><b>Case #:</b> 17-3156<br><b>Incident #:</b> 1708160072<br><br><br><br><hr><b><big>Rape Of Drugged Victim</big></b><hr><b>Crime:</b> 261(A)(3) PC<br><b>Crime Type:</b> Sexual Assault<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2000 Block of F ST<br><b>City:</b> Davis<br><b>Occurred:</b> 8/1/2017 at 0000<br><b>Case #:</b> 17-3581<br><b>Incident #:</b> 1709170074<br><br>","38.56151","-121.74635","Rape Of Drugged Victim","RAPE","Sexual Assault","2000 Block of F ST","/images/icons/red/blank.png","shadow.png","9/17/2017 12:00:00 AM","","","","","488 PC","17-3156","Misdemeanor","1708160072"
"<hr><b><big>Battery On Person</big></b><hr><b>Crime:</b> 242 PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 3800 Block of FARADAY AV<br><b>City:</b> Davis<br><b>Occurred:</b> 8/1/2017 at 0820<br><b>Case #:</b> 17-2976<br><b>Incident #:</b> 1708010064<br><br>","38.55222","-121.70483","Battery On Person","ASSAULT","Assault","3800 Block of FARADAY AV","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","8/1/2017 12:00:00 AM","","","","","242 PC","17-2976","Misdemeanor","1708010064"
"<hr><b><big>Burglary (Commercial)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 4500 Block of FERMI PL<br><b>City:</b> Davis<br><b>Occurred:</b> 8/6/2017 at 2000<br><b>Case #:</b> 17-3048<br><b>Incident #:</b> 1708070014<br><br>","38.55341","-121.69748","Burglary (Commercial) ","BURGLARY","Burglary","4500 Block of FERMI PL","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","8/7/2017 12:00:00 AM","","","","","459 PC","17-3048","Felony","1708070014"
"<hr><b><big>Battery with GBI</big></b><hr><b>Crime:</b> 243(D) PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 200 Block of G ST<br><b>City:</b> Davis<br><b>Occurred:</b> 8/12/2017 at 2219<br><b>Case #:</b> 17-3120<br><b>Incident #:</b> 1708120102<br><br>","38.54418","-121.73939","Battery With GBI","ASSAULT","Assault","200 Block of G ST","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","8/12/2017 12:00:00 AM","","","","","243(D) PC","17-3120","Felony","1708120102"
"<hr><b><big>Petty Theft Retail/Etc</big></b><hr><b>Crime:</b> 490.5(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 600 Block of G ST<br><b>City:</b> Davis<br><b>Occurred:</b> 8/16/2017 at 1428<br><b>Case #:</b> 17-3160<br><b>Incident #:</b> 1708160095<br><br>","38.5503","-121.74075","Petty Theft Retail/Etc","LARCENY","Theft","600 Block of G ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/16/2017 12:00:00 AM","","","","","490.5(A) PC","17-3160","Misdemeanor","1708160095"
"<hr><b><big>Battery on Cohab</big></b><hr><b>Crime:</b> 243(E)(1) PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 600 Block of G ST<br><b>City:</b> Davis<br><b>Occurred:</b> 8/20/2017 at 1300<br><b>Case #:</b> 17-3211<br><b>Incident #:</b> 1708200065<br><br>","38.54929","-121.74085","Battery On Cohab","ASSAULT","Assault","600 Block of G ST","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","8/20/2017 12:00:00 AM","","","","","243(E)(1) PC","17-3211","Misdemeanor","1708200065"
"<hr><b><big>Battery on Cohab</big></b><hr><b>Crime:</b> 243(E)(1) PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 5200 Block of GLIDE DR<br><b>City:</b> Davis<br><b>Occurred:</b> 7/28/2017 at 2055<br><b>Case #:</b> 17-2941<br><b>Incident #:</b> 1707280134<br><br>","38.55235","-121.68501","Battery On Cohab","ASSAULT","Assault","5200 Block of GLIDE DR","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","7/28/2017 12:00:00 AM","","","","","243(E)(1) PC","17-2941","Misdemeanor","1707280134"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 500 Block of GUAVA LN<br><b>City:</b> Davis<br><b>Occurred:</b> 8/4/2017 at 0505<br><b>Case #:</b> 17-3053<br><b>Incident #:</b> 1708070066<br><br>","38.54714","-121.76662","Petty Theft $950-  Misd","LARCENY","Theft","500 Block of GUAVA LN","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/7/2017 12:00:00 AM","","","","","488 PC","17-3053","Misdemeanor","1708070066"
"<hr><b><big>Burglary (Residential)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 200 Block of GUAYMAS PL<br><b>City:</b> Davis<br><b>Occurred:</b> 7/26/2017 at 2330<br><b>Case #:</b> 17-2908<br><b>Incident #:</b> 1707260047<br><br>","38.5662","-121.74852","Burglary (Residential)","BURGLARY","Burglary","200 Block of GUAYMAS PL","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","7/26/2017 12:00:00 AM","","","","","459 PC","17-2908","Felony","1707260047"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1800 Block of HANOVER DR<br><b>City:</b> Davis<br><b>Occurred:</b> 8/15/2017 at 1030<br><b>Case #:</b> 17-3158<br><b>Incident #:</b> 1708160071<br><br>","38.5602","-121.75538","Petty Theft $950-  Misd","LARCENY","Theft","1800 Block of HANOVER DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/16/2017 12:00:00 AM","","","","","488 PC","17-3158","Misdemeanor","1708160071"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 600 Block of HUBBLE ST<br><b>City:</b> Davis<br><b>Occurred:</b> 8/20/2017 at 1300<br><b>Case #:</b> 17-3243<br><b>Incident #:</b> 1708220045<br><br>","38.54918","-121.79313","Petty Theft $950-  Misd","LARCENY","Theft","600 Block of HUBBLE ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/22/2017 12:00:00 AM","","","","","488 PC","17-3243","Misdemeanor","1708220045"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 800 Block of J ST<br><b>City:</b> Davis<br><b>Occurred:</b> 7/28/2017 at 0000<br><b>Case #:</b> 17-3336<br><b>Incident #:</b> 1708290072<br><br>","38.55235","-121.73975","Petty Theft $950-  Misd","LARCENY","Theft","800 Block of J ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/29/2017 12:00:00 AM","","","","","488 PC","17-3336","Misdemeanor","1708290072"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1400 Block of LAKE BL<br><b>City:</b> Davis<br><b>Occurred:</b> 8/4/2017 at 0400<br><b>Case #:</b> 17-3051<br><b>Incident #:</b> 1708070055<br><br>","38.55588","-121.78693","Petty Theft $950-  Misd","LARCENY","Theft","1400 Block of LAKE BL","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/7/2017 12:00:00 AM","","","","","488 PC","17-3051","Misdemeanor","1708070055"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2200 Block of LASSEN PL<br><b>City:</b> Davis<br><b>Occurred:</b> 8/1/2017 at 1800<br><b>Case #:</b> 17-3001<br><b>Incident #:</b> 1708020118<br><br>","38.55783","-121.77914","Petty Theft $950-  Misd","LARCENY","Theft","2200 Block of LASSEN PL","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/2/2017 12:00:00 AM","","","","","488 PC","17-3001","Misdemeanor","1708020118"
"<hr><b><big>Burglary (Commercial)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2600 Block of LILLARD DR<br><b>City:</b> Davis<br><b>Occurred:</b> 8/15/2017 at 0445<br><b>Case #:</b> 17-3288<br><b>Incident #:</b> 1708240067<br><br>","38.54052","-121.72211","Burglary (Commercial) ","BURGLARY","Burglary","2600 Block of LILLARD DR","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","8/24/2017 12:00:00 AM","","","","","459 PC","17-3288","Felony","1708240067"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 3000 Block of LILLARD DR<br><b>City:</b> Davis<br><b>Occurred:</b> 7/31/2017 at 0130<br><b>Case #:</b> 17-2983<br><b>Incident #:</b> 1708010109<br><br>","38.54369","-121.71418","Petty Theft $950-  Misd","LARCENY","Theft","3000 Block of LILLARD DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/1/2017 12:00:00 AM","","","","","488 PC","17-2983","Misdemeanor","1708010109"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 400 Block of MACE BL<br><b>City:</b> Davis<br><b>Occurred:</b> 7/29/2017 at 2130<br><b>Case #:</b> 17-2952<br><b>Incident #:</b> 1707290081<br><br>","38.55011","-121.69479","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","400 Block of MACE BL","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","7/29/2017 12:00:00 AM","","","","","487(A) PC","17-2952","Felony","1707290081"
"<hr><b><big>Burglary (Residential)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1600 Block of MONARCH LN<br><b>City:</b> Davis<br><b>Occurred:</b> 8/17/2017 at 1530<br><b>Case #:</b> 17-3178<br><b>Incident #:</b> 1708170106<br><br>","38.56202","-121.71383","Burglary (Residential)","BURGLARY","Burglary","1600 Block of MONARCH LN","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","8/17/2017 12:00:00 AM","","","","","459 PC","17-3178","Felony","1708170106"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 3300 Block of MORRO BAY AV<br><b>City:</b> Davis<br><b>Occurred:</b> 8/19/2017 at 0000<br><b>Case #:</b> 17-3226<br><b>Incident #:</b> 1708210048<br><br>","38.56071","-121.79179","Petty Theft $950-  Misd","LARCENY","Theft","3300 Block of MORRO BAY AV","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","8/21/2017 12:00:00 AM","","","","","488 PC","17-3226","Misdemeanor","1708210048"
"<hr><b><big>Burglary (Residential)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 600 Block of N ST<br><b>City:</b> Davis<br><b>Occurred:</b> 8/19/2017 at 1000<br><b>Case #:</b> 17-3287<br><b>Incident #:</b> 1708240051<br><br>","38.55071","-121.73055","Burglary (Residential)","BURGLARY","Burglary","600 Block of N ST","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","8/24/2017 12:00:00 AM","","","","","459 PC","17-3287","Felony","1708240051"
"<hr><b><big>Battery On Person</big></b><hr><b>Crime:</b> 242 PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 900 Block of OLIVE DR<br><b>City:</b> Davis<br><b>Occurred:</b> 8/16/2017 at 1836<br><b>Case #:</b> 17-3169<br><b>Incident #:</b> 1708160135<br><br>","38.54011","-121.73979","Battery On Person","ASSAULT","Assault","900 Block of OLIVE DR","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","8/16/2017 12:00:00 AM","","","","","242 PC","17-3169","Misdemeanor","1708160135"
